TEN 2015-10-13 05:32:58.559080

Linux-4.2.0-1-amd64-x86_64-with-debian-stretch-sid
uname_result(system='Linux', node='antu', release='4.2.0-1-amd64', version='#1 SMP Debian 4.2.1-2 (2015-09-27)', machine='x86_64', processor='')

Input parameters:
-----------------
NP radius: 15.000 nm
Foster radius: 2.290 nm
Mean free path: 150.000 nm
Tau_D: 0.333 ns
Number of acceptors: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199, 200, 201, 202, 203, 204, 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 216, 217, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 230, 231, 232, 233, 234, 235, 236, 237, 238, 239, 240, 241, 242, 243, 244, 245, 246, 247, 248, 249, 250, 251, 252, 253, 254, 255, 256, 257, 258, 259, 260, 261, 262, 263, 264, 265, 266, 267, 268, 269, 270, 271, 272, 273, 274, 275, 276, 277, 278, 279, 280, 281, 282, 283, 284, 285, 286, 287, 288, 289, 290, 291, 292, 293, 294, 295, 296, 297, 298, 299, 300, 301, 302, 303, 304, 305, 306, 307, 308, 309, 310, 311, 312, 313, 314, 315, 316, 317, 318, 319, 320, 321, 322, 323, 324, 325, 326, 327, 328, 329, 330, 331, 332, 333, 334, 335, 336, 337, 338, 339, 340, 341, 342, 343, 344, 345, 346, 347, 348, 349, 350, 351, 352, 353, 354, 355, 356, 357, 358, 359, 360, 361, 362, 363, 364, 365, 366, 367, 368, 369, 370, 371, 372, 373, 374, 375, 376, 377, 378, 379, 380, 381, 382, 383, 384, 385, 386, 387, 388, 389, 390, 391, 392, 393, 394, 395, 396, 397, 398, 399, 400, 401, 402, 403, 404, 405, 406, 407, 408, 409, 410, 411, 412, 413, 414, 415, 416, 417, 418, 419, 420, 421, 422, 423, 424, 425, 426, 427, 428, 429, 430, 431, 432, 433, 434, 435, 436]
Epsilon: 1.000 nm
Number of exitations: 5000
Delta_t: 0.002 ns

Output parameters:
------------------
Probability of decay: 0.006644

+--------------+------------------+---------------------+----------------------+------------+-------------------+------------------+
| Nº acceptors | Amount of decays | Amount of transfers | Quenching efficiency | Walk mean* | LD calculate [nm] | Total time [seg] |
|      31      |      2903.0      |        2097.0       |        0.4194        |   86.351   |    3.1286899609   |  38.8890178204   |
|      32      |      2838.0      |        2162.0       |        0.4324        |  85.4712   |   3.10542385756   |  38.5459575653   |
|      33      |      2861.0      |        2139.0       |        0.4278        |  84.2554   |   3.10743684376   |   38.149936676   |
|      34      |      2755.0      |        2245.0       |        0.449         |  83.8802   |   3.11096250001   |  38.1987099648   |
|      35      |      2755.0      |        2245.0       |        0.449         |  82.0026   |     3.06943842    |  37.6287229061   |
|      36      |      2727.0      |        2273.0       |        0.4546        |   80.157   |   3.07048886182   |  36.7061331272   |
|      37      |      2687.0      |        2313.0       |        0.4626        |   78.572   |   3.03304023093   |  36.0382678509   |
|      38      |      2643.0      |        2357.0       |        0.4714        |  76.9176   |   3.01790476046   |  35.4970109463   |
|      39      |      2620.0      |        2380.0       |        0.476         |  75.5398   |   3.02017102049   |  34.9379498959   |
|      40      |      2521.0      |        2479.0       |        0.4958        |  76.3558   |   3.00939531103   |  35.7362766266   |
|      41      |      2539.0      |        2461.0       |        0.4922        |  75.6566   |   2.99672813976   |  35.2059311867   |
|      42      |      2494.0      |        2506.0       |        0.5012        |  73.0528   |   2.95892364088   |  34.2054970264   |
|      43      |      2484.0      |        2516.0       |        0.5032        |  76.0556   |   2.98973117789   |  35.8309078217   |
|      44      |      2494.0      |        2506.0       |        0.5012        |  73.3116   |   2.93139163798   |  34.7583334446   |
|      45      |      2451.0      |        2549.0       |        0.5098        |  72.7266   |    2.9539883024   |  34.6868104935   |
|      46      |      2358.0      |        2642.0       |        0.5284        |  72.0762   |   2.95130807748   |  34.4205951691   |
|      47      |      2367.0      |        2633.0       |        0.5266        |  68.4054   |    2.8763075446   |  32.6924452782   |
|      48      |      2297.0      |        2703.0       |        0.5406        |  69.3626   |   2.88984957687   |  33.2077989578   |
|      49      |      2294.0      |        2706.0       |        0.5412        |  69.5644   |   2.91753967755   |  33.4842460155   |
|      50      |      2246.0      |        2754.0       |        0.5508        |  66.6092   |   2.83571961844   |  32.1161391735   |
|      51      |      2258.0      |        2742.0       |        0.5484        |  68.2988   |   2.87073485822   |   33.052362442   |
|      52      |      2283.0      |        2717.0       |        0.5434        |  66.4394   |   2.86360027068   |  32.3520789146   |
|      53      |      2185.0      |        2815.0       |        0.563         |  65.9046   |   2.81856475568   |  32.1003160477   |
|      54      |      2240.0      |        2760.0       |        0.552         |  63.6748   |   2.82526867318   |  31.0010054111   |
|      55      |      2166.0      |        2834.0       |        0.5668        |  64.4094   |   2.81204051809   |  31.5468776226   |
|      56      |      2173.0      |        2827.0       |        0.5654        |  65.1212   |   2.81875908574   |  31.8545429707   |
|      57      |      2103.0      |        2897.0       |        0.5794        |   63.118   |   2.77741426877   |  30.9786121845   |
|      58      |      2152.0      |        2848.0       |        0.5696        |  62.3786   |    2.7789656371   |  30.8049044609   |
|      59      |      2082.0      |        2918.0       |        0.5836        |  61.1138   |   2.76627303139   |  30.2715644836   |
|      60      |      2080.0      |        2920.0       |        0.584         |  61.7226   |   2.76418873062   |  30.6978831291   |
|      61      |      2058.0      |        2942.0       |        0.5884        |  60.6252   |   2.76260281486   |  30.0910568237   |
|      62      |      2022.0      |        2978.0       |        0.5956        |  59.6006   |   2.70123052379   |  29.8479411602   |
|      63      |      2009.0      |        2991.0       |        0.5982        |  58.7558   |   2.67354742653   |  29.4852101803   |
|      64      |      1980.0      |        3020.0       |        0.604         |  58.7146   |   2.69008336063   |  29.6339175701   |
|      65      |      1959.0      |        3041.0       |        0.6082        |  56.7004   |   2.66485117489   |  28.4827370644   |
|      66      |      1921.0      |        3079.0       |        0.6158        |  57.5158   |   2.67333539008   |  29.0006210804   |
|      67      |      1832.0      |        3168.0       |        0.6336        |   56.455   |   2.68441680912   |  28.6894259453   |
|      68      |      1873.0      |        3127.0       |        0.6254        |   56.201   |    2.6469438372   |   28.72255826    |
|      69      |      1854.0      |        3146.0       |        0.6292        |   56.011   |    2.6711555887   |  28.5428738594   |
|      70      |      1886.0      |        3114.0       |        0.6228        |   55.249   |   2.68946179341   |   28.248039484   |
|      71      |      1830.0      |        3170.0       |        0.634         |  54.5004   |   2.60587901769   |   27.973950386   |
|      72      |      1760.0      |        3240.0       |        0.648         |  52.8798   |   2.57846160083   |  27.2611162663   |
|      73      |      1807.0      |        3193.0       |        0.6386        |  53.7616   |   2.62814177027   |   27.686829567   |
|      74      |      1780.0      |        3220.0       |        0.644         |  52.9266   |   2.59360766086   |  27.3018193245   |
|      75      |      1713.0      |        3287.0       |        0.6574        |  53.0152   |   2.62655081633   |  27.6077370644   |
|      76      |      1785.0      |        3215.0       |        0.643         |   51.637   |    2.559337838    |  26.9182212353   |
|      77      |      1790.0      |        3210.0       |        0.642         |  52.0006   |   2.55349671426   |  27.1568033695   |
|      78      |      1739.0      |        3261.0       |        0.6522        |  50.3556   |   2.57468967586   |   26.419229269   |
|      79      |      1674.0      |        3326.0       |        0.6652        |  50.7074   |   2.53884351412   |  26.7629623413   |
|      80      |      1657.0      |        3343.0       |        0.6686        |  49.5814   |   2.50078459123   |   26.092975378   |
|      81      |      1676.0      |        3324.0       |        0.6648        |  49.7694   |   2.55842684656   |  26.2985491753   |
|      82      |      1667.0      |        3333.0       |        0.6666        |  49.5494   |   2.51394165055   |  26.1982402802   |
|      83      |      1676.0      |        3324.0       |        0.6648        |   46.982   |   2.48761031333   |  25.0591425896   |
|      84      |      1616.0      |        3384.0       |        0.6768        |  49.0358   |   2.51219064768   |  26.1752245426   |
|      85      |      1599.0      |        3401.0       |        0.6802        |   47.143   |   2.46377304916   |  25.1875119209   |
|      86      |      1611.0      |        3389.0       |        0.6778        |  47.1212   |   2.47211453689   |  25.2121248245   |
|      87      |      1577.0      |        3423.0       |        0.6846        |   47.031   |   2.47880100999   |  25.2094399929   |
|      88      |      1559.0      |        3441.0       |        0.6882        |  45.0348   |   2.43688994502   |   24.167109251   |
|      89      |      1538.0      |        3462.0       |        0.6924        |  46.5762   |   2.44079013945   |  25.0061867237   |
|      90      |      1575.0      |        3425.0       |        0.685         |  44.7098   |   2.39425392113   |  24.1965939999   |
|      91      |      1471.0      |        3529.0       |        0.7058        |   43.75    |   2.40556995382   |  23.7786605358   |
|      92      |      1531.0      |        3469.0       |        0.6938        |  44.6438   |   2.42143417838   |  24.3933010101   |
|      93      |      1517.0      |        3483.0       |        0.6966        |  43.6922   |   2.39462662152   |  23.8490455151   |
|      94      |      1481.0      |        3519.0       |        0.7038        |  43.8882   |   2.42984719684   |  24.0796732903   |
|      95      |      1498.0      |        3502.0       |        0.7004        |  44.5938   |   2.36545273217   |  24.5410325527   |
|      96      |      1458.0      |        3542.0       |        0.7084        |  43.8462   |   2.36448124514   |  24.2496156693   |
|      97      |      1461.0      |        3539.0       |        0.7078        |  44.3552   |    2.4117684292   |  24.4841525555   |
|      98      |      1468.0      |        3532.0       |        0.7064        |  42.4536   |   2.30740472522   |   23.438126564   |
|      99      |      1445.0      |        3555.0       |        0.711         |  41.9578   |   2.35240244111   |  23.2190523148   |
|     100      |      1406.0      |        3594.0       |        0.7188        |  41.0628   |   2.33296889835   |   22.835082531   |
|     101      |      1439.0      |        3561.0       |        0.7122        |   41.033   |   2.30985657404   |  22.8448109627   |
|     102      |      1395.0      |        3605.0       |        0.721         |  41.0394   |   2.32502792265   |   22.955286026   |
|     103      |      1406.0      |        3594.0       |        0.7188        |  40.5078   |   2.30781395972   |  22.6726465225   |
|     104      |      1414.0      |        3586.0       |        0.7172        |   40.098   |    2.291444496    |   22.543410778   |
|     105      |      1316.0      |        3684.0       |        0.7368        |  39.0224   |   2.24298328001   |  21.9844708443   |
|     106      |      1357.0      |        3643.0       |        0.7286        |  40.0832   |    2.2892028392   |  22.6436457634   |
|     107      |      1381.0      |        3619.0       |        0.7238        |  39.0426   |   2.27759858171   |  22.2642524242   |
|     108      |      1377.0      |        3623.0       |        0.7246        |   38.705   |   2.26513520164   |  22.0477688313   |
|     109      |      1333.0      |        3667.0       |        0.7334        |   38.185   |   2.23997463377   |  21.7861771584   |
|     110      |      1334.0      |        3666.0       |        0.7332        |   38.861   |   2.27033082581   |  22.2872297764   |
|     111      |      1323.0      |        3677.0       |        0.7354        |  38.3456   |   2.28023146922   |  22.0139644146   |
|     112      |      1330.0      |        3670.0       |        0.734         |   36.998   |   2.24671404682   |  21.3926744461   |
|     113      |      1276.0      |        3724.0       |        0.7448        |  36.5674   |   2.21767105144   |  21.1139750481   |
|     114      |      1263.0      |        3737.0       |        0.7474        |   37.155   |   2.24380980258   |   21.485742569   |
|     115      |      1242.0      |        3758.0       |        0.7516        |  37.3098   |    2.2237969539   |   21.583738327   |
|     116      |      1255.0      |        3745.0       |        0.749         |  37.6408   |   2.19876371512   |  21.9283795357   |
|     117      |      1268.0      |        3732.0       |        0.7464        |  36.0704   |    2.1849117051   |   21.111644268   |
|     118      |      1177.0      |        3823.0       |        0.7646        |   35.58    |   2.19001866209   |  20.8029301167   |
|     119      |      1198.0      |        3802.0       |        0.7604        |  37.4258   |   2.24989593124   |  21.9462945461   |
|     120      |      1198.0      |        3802.0       |        0.7604        |  36.1816   |   2.19972294535   |  21.2505483627   |
|     121      |      1139.0      |        3861.0       |        0.7722        |  35.4206   |   2.20174870219   |   20.838290453   |
|     122      |      1215.0      |        3785.0       |        0.757         |  35.2324   |   2.17634169194   |  20.7222261429   |
|     123      |      1147.0      |        3853.0       |        0.7706        |  34.9388   |   2.18271315296   |  20.6886906624   |
|     124      |      1209.0      |        3791.0       |        0.7582        |   35.204   |   2.15774137966   |  21.0104544163   |
|     125      |      1223.0      |        3777.0       |        0.7554        |  34.9574   |   2.17707723098   |  20.7633905411   |
|     126      |      1236.0      |        3764.0       |        0.7528        |  34.7198   |   2.17274323204   |  20.6345565319   |
|     127      |      1159.0      |        3841.0       |        0.7682        |  34.8776   |   2.16052515308   |  20.8356609344   |
|     128      |      1086.0      |        3914.0       |        0.7828        |  34.5294   |    2.1391276537   |  21.0100460052   |
|     129      |      1131.0      |        3869.0       |        0.7738        |  33.5286   |   2.10215154643   |  20.3555502892   |
|     130      |      1106.0      |        3894.0       |        0.7788        |  34.3302   |   2.14799433459   |   21.024892807   |
|     131      |      1157.0      |        3843.0       |        0.7686        |  33.3852   |   2.13391379298   |  20.4557702541   |
|     132      |      1133.0      |        3867.0       |        0.7734        |  32.9492   |   2.08934559438   |   20.206379652   |
|     133      |      1164.0      |        3836.0       |        0.7672        |  32.8206   |   2.10677899691   |  20.1056222916   |
|     134      |      1149.0      |        3851.0       |        0.7702        |  32.2462   |   2.08529241648   |  19.8855712414   |
|     135      |      1073.0      |        3927.0       |        0.7854        |   32.852   |   2.11424904269   |  20.2604074478   |
|     136      |      1122.0      |        3878.0       |        0.7756        |  31.9838   |   2.08516283683   |  19.8295550346   |
|     137      |      1113.0      |        3887.0       |        0.7774        |  31.4714   |   2.06685186151   |  19.5175359249   |
|     138      |      1056.0      |        3944.0       |        0.7888        |  31.9926   |   2.06696636704   |  19.9143857956   |
|     139      |      1083.0      |        3917.0       |        0.7834        |  30.6302   |   2.06856349728   |  19.1085276604   |
|     140      |      1155.0      |        3845.0       |        0.769         |  31.3894   |   2.07146281634   |  19.7341632843   |
|     141      |      1106.0      |        3894.0       |        0.7788        |  31.3582   |   2.07841302996   |   19.742777586   |
|     142      |      1061.0      |        3939.0       |        0.7878        |   29.781   |   2.01065844564   |  18.7787818909   |
|     143      |      1079.0      |        3921.0       |        0.7842        |  31.1192   |   2.04558801024   |   19.619587183   |
|     144      |      1023.0      |        3977.0       |        0.7954        |  30.4908   |   2.05426427676   |  19.3044250011   |
|     145      |      996.0       |        4004.0       |        0.8008        |   30.815   |   2.06276582293   |  19.5009770393   |
|     146      |      1024.0      |        3976.0       |        0.7952        |  30.0958   |   2.02239816373   |  19.1333563328   |
|     147      |      1049.0      |        3951.0       |        0.7902        |  29.9526   |   2.01333845503   |  19.0559182167   |
|     148      |      966.0       |        4034.0       |        0.8068        |  29.4552   |   2.00316143583   |  18.9030847549   |
|     149      |      1016.0      |        3984.0       |        0.7968        |  29.3464   |   2.00968690144   |  18.8986217976   |
|     150      |      958.0       |        4042.0       |        0.8084        |  28.8536   |   1.98402010738   |  18.4937033653   |
|     151      |      963.0       |        4037.0       |        0.8074        |  29.1618   |   1.98682989707   |  18.8682410717   |
|     152      |      978.0       |        4022.0       |        0.8044        |   29.211   |   2.02541009505   |  18.9232318401   |
|     153      |      1026.0      |        3974.0       |        0.7948        |  29.2566   |   2.02022133073   |  18.9701237679   |
|     154      |      992.0       |        4008.0       |        0.8016        |  28.4834   |   1.97633118845   |  18.5892248154   |
|     155      |      979.0       |        4021.0       |        0.8042        |  28.5594   |   1.95425946571   |  18.5990607738   |
|     156      |      1019.0      |        3981.0       |        0.7962        |  28.0568   |   1.97067697562   |  18.2786931992   |
|     157      |      945.0       |        4055.0       |        0.811         |  27.7662   |   1.99092138803   |   18.123837471   |
|     158      |      956.0       |        4044.0       |        0.8088        |  27.4926   |   1.95683264793   |  17.9977843761   |
|     159      |      1003.0      |        3997.0       |        0.7994        |  27.8672   |   1.96530588137   |  18.2419135571   |
|     160      |      915.0       |        4085.0       |        0.817         |  27.7164   |   1.96563075951   |  18.3822767735   |
|     161      |      890.0       |        4110.0       |        0.822         |  26.8516   |   1.91133683829   |  17.7066690922   |
|     162      |      893.0       |        4107.0       |        0.8214        |   27.708   |   1.92752363368   |  18.2906787395   |
|     163      |      884.0       |        4116.0       |        0.8232        |  26.9142   |   1.93284647897   |   17.887966156   |
|     164      |      921.0       |        4079.0       |        0.8158        |  28.0448   |   1.94132691662   |  18.6302952766   |
|     165      |      910.0       |        4090.0       |        0.818         |  26.5322   |   1.91852164166   |  17.5974330902   |
|     166      |      934.0       |        4066.0       |        0.8132        |   27.402   |    1.938941326    |   18.351675272   |
|     167      |      924.0       |        4076.0       |        0.8152        |  27.0692   |   1.93171521345   |  18.2613589764   |
|     168      |      907.0       |        4093.0       |        0.8186        |   26.112   |   1.90331918005   |  17.7003288269   |
|     169      |      917.0       |        4083.0       |        0.8166        |  25.9706   |   1.90229046479   |  17.6585793495   |
|     170      |      924.0       |        4076.0       |        0.8152        |  26.0448   |   1.88119013161   |  17.7322630882   |
|     171      |      903.0       |        4097.0       |        0.8194        |   25.519   |   1.87173289137   |   17.397926569   |
|     172      |      911.0       |        4089.0       |        0.8178        |  25.5404   |   1.88929354564   |  17.4364514351   |
|     173      |      884.0       |        4116.0       |        0.8232        |  25.2344   |   1.88770833417   |  17.2292730808   |
|     174      |      913.0       |        4087.0       |        0.8174        |  25.5446   |   1.90517559594   |  17.6088480949   |
|     175      |      882.0       |        4118.0       |        0.8236        |  25.3724   |    1.8796188694   |  17.5012204647   |
|     176      |      853.0       |        4147.0       |        0.8294        |   24.783   |   1.86988253749   |  17.1884388924   |
|     177      |      866.0       |        4134.0       |        0.8268        |  24.9536   |   1.87962105721   |  17.3117341995   |
|     178      |      871.0       |        4129.0       |        0.8258        |   25.285   |   1.87713436958   |  17.7017393112   |
|     179      |      845.0       |        4155.0       |        0.831         |  24.3516   |   1.87050131777   |   16.993666172   |
|     180      |      837.0       |        4163.0       |        0.8326        |  24.1346   |   1.84305775159   |  17.0944149494   |
|     181      |      875.0       |        4125.0       |        0.825         |  23.8742   |   1.81522757961   |  16.8478703499   |
|     182      |      823.0       |        4177.0       |        0.8354        |  24.0686   |    1.8406360968   |  16.9110841751   |
|     183      |      839.0       |        4161.0       |        0.8322        |  24.5112   |   1.84922341911   |  17.2174508572   |
|     184      |      865.0       |        4135.0       |        0.827         |  23.8958   |   1.83430979242   |   16.898670435   |
|     185      |      829.0       |        4171.0       |        0.8342        |  24.1364   |   1.81616081585   |  17.0072817802   |
|     186      |      812.0       |        4188.0       |        0.8376        |  24.1858   |   1.81918847239   |  17.1029787064   |
|     187      |      848.0       |        4152.0       |        0.8304        |  23.5952   |   1.82267400467   |  16.7551615238   |
|     188      |      793.0       |        4207.0       |        0.8414        |  23.3924   |   1.80917575936   |  16.6974744797   |
|     189      |      776.0       |        4224.0       |        0.8448        |  22.4482   |   1.77129674692   |  16.0219445229   |
|     190      |      814.0       |        4186.0       |        0.8372        |  23.1842   |   1.78906549396   |  16.6144089699   |
|     191      |      788.0       |        4212.0       |        0.8424        |  22.8888   |   1.77284395024   |  16.4021170139   |
|     192      |      775.0       |        4225.0       |        0.845         |  22.3928   |   1.79952971084   |  16.1962945461   |
|     193      |      765.0       |        4235.0       |        0.847         |  22.9262   |   1.79350484302   |  16.5047445297   |
|     194      |      795.0       |        4205.0       |        0.841         |  22.7456   |   1.79257273126   |  16.3859717846   |
|     195      |      806.0       |        4194.0       |        0.8388        |  22.3266   |   1.77624308531   |  16.0723869801   |
|     196      |      801.0       |        4199.0       |        0.8398        |  22.6518   |   1.77281924572   |   16.42958951    |
|     197      |      769.0       |        4231.0       |        0.8462        |  21.9802   |   1.74237859254   |  15.9816219807   |
|     198      |      793.0       |        4207.0       |        0.8414        |   22.624   |    1.7955082538   |  16.5259816647   |
|     199      |      769.0       |        4231.0       |        0.8462        |  22.3288   |   1.78598604726   |  16.3040151596   |
|     200      |      757.0       |        4243.0       |        0.8486        |   21.403   |   1.75826118333   |  15.7372810841   |
|     201      |      754.0       |        4246.0       |        0.8492        |  22.1844   |   1.77114391576   |  16.2234182358   |
|     202      |      762.0       |        4238.0       |        0.8476        |   21.846   |   1.75666882864   |  16.0075850487   |
|     203      |      747.0       |        4253.0       |        0.8506        |  21.8374   |   1.74492056853   |   15.988291502   |
|     204      |      726.0       |        4274.0       |        0.8548        |  21.7872   |   1.74476193004   |  16.1548964977   |
|     205      |      762.0       |        4238.0       |        0.8476        |  22.0788   |   1.75714516703   |  16.2935597897   |
|     206      |      736.0       |        4264.0       |        0.8528        |  22.0136   |   1.77258180651   |  16.3408398628   |
|     207      |      738.0       |        4262.0       |        0.8524        |  21.3618   |   1.74905307173   |  15.9092307091   |
